time,device,vmCount,ramUsed,ramTotal,ramUtilPercent,cpuUtilPercent,energyConsumed,networkLatency,packetLoss
900,cam-1,2,800,1000,80.00,16.66,0.0010,2.43,0.0000
900,cam-2,2,800,1000,80.00,22.99,0.0010,1.81,0.0000
900,soil-sensor-node,2,400,512,78.13,13.91,0.0010,0.72,0.0000
900,signal-monitor,2,600,1024,58.59,15.09,0.0010,0.62,0.0000
900,irrigation-controller,2,300,2048,14.65,13.59,0.0010,0.42,0.0000
900,cloud,4,2000,40000,5.00,29.45,0.0010,99.45,0.0000
900,fog-0,4,3500,4000,87.50,51.75,0.0010,1.61,0.0000
900,cam-1,2,800,1000,80.00,20.34,0.0010,1.22,0.0000
900,cam-2,2,800,1000,80.00,18.03,0.0010,2.21,0.0000
900,soil-sensor-node,2,400,512,78.13,16.81,0.0010,1.41,0.0000
900,signal-monitor,2,600,1024,58.59,15.47,0.0010,0.76,0.0000
900,irrigation-controller,2,300,2048,14.65,14.95,0.0010,1.22,0.0000
900,cloud,4,2000,40000,5.00,26.87,0.0010,100.01,0.0000
900,fog-0,4,3500,4000,87.50,53.19,0.0010,2.48,0.0000
900,cam-1,2,800,1000,80.00,20.68,0.0010,1.55,0.0000
900,cam-2,2,800,1000,80.00,25.24,0.0010,2.63,0.0000
900,soil-sensor-node,2,400,512,78.13,11.55,0.0010,1.47,0.0000
900,signal-monitor,2,600,1024,58.59,11.33,0.0010,0.97,0.0000
900,irrigation-controller,2,300,2048,14.65,8.91,0.0010,0.70,0.0000
900,cloud,4,2000,40000,5.00,26.26,0.0010,100.23,0.0000
900,fog-0,4,3500,4000,87.50,48.40,0.0010,1.15,0.0000
900,cam-1,2,800,1000,80.00,20.78,0.0010,1.54,0.0000
900,cam-2,2,800,1000,80.00,28.79,0.0010,1.77,0.0000
900,soil-sensor-node,2,400,512,78.13,17.72,0.0010,0.70,0.0000
900,signal-monitor,2,600,1024,58.59,20.96,0.0010,1.40,0.0000
900,irrigation-controller,2,300,2048,14.65,10.67,0.0010,0.58,0.0000
900,cloud,4,2000,40000,5.00,27.96,0.0010,99.47,0.0000
900,fog-0,4,3500,4000,87.50,54.83,0.0010,1.95,0.0000
900,cam-1,2,800,1000,80.00,23.14,0.0010,1.46,0.0000
900,cam-2,2,800,1000,80.00,24.03,0.0010,1.98,0.0000
900,soil-sensor-node,2,400,512,78.13,61.15,0.0010,1.46,0.0000
900,signal-monitor,2,600,1024,58.59,27.84,0.0010,1.06,0.0000
900,irrigation-controller,2,300,2048,14.65,9.35,0.0010,0.84,0.0000
900,cloud,4,2000,40000,5.00,26.22,0.0010,99.75,0.0000
900,fog-0,4,3500,4000,87.50,71.29,0.0010,1.49,0.0159
900,cam-1,2,800,1000,80.00,22.94,0.0010,1.13,0.0000
900,cam-2,2,800,1000,80.00,27.75,0.0010,2.32,0.0000
900,soil-sensor-node,2,400,512,78.13,21.02,0.0010,2.50,0.0000
900,signal-monitor,2,600,1024,58.59,12.16,0.0010,1.34,0.0000
900,irrigation-controller,2,300,2048,14.65,23.00,0.0010,0.88,0.0000
900,cloud,4,2000,40000,5.00,29.09,0.0010,100.44,0.0000
900,fog-0,4,3500,4000,87.50,52.68,0.0010,2.19,0.0000
900,cam-1,2,800,1000,80.00,13.45,0.0010,2.73,0.0000
900,cam-2,2,800,1000,80.00,24.68,0.0010,1.56,0.0000
900,soil-sensor-node,2,400,512,78.13,19.72,0.0010,2.14,0.0000
900,signal-monitor,2,600,1024,58.59,6.61,0.0010,1.02,0.0000
900,irrigation-controller,2,300,2048,14.65,1.05,0.0010,1.33,0.0000
900,cloud,4,2000,40000,5.00,27.74,0.0010,100.39,0.0000
900,fog-0,4,3500,4000,87.50,52.74,0.0010,1.83,0.0000
900,cam-1,2,800,1000,80.00,15.73,0.0010,1.88,0.0000
900,cam-2,2,800,1000,80.00,1.13,0.0010,1.45,0.0000
900,soil-sensor-node,2,400,512,78.13,14.40,0.0010,0.71,0.0000
900,signal-monitor,2,600,1024,58.59,13.22,0.0010,0.99,0.0000
900,irrigation-controller,2,300,2048,14.65,13.83,0.0010,1.06,0.0000
910,cloud,4,2000,40000,5.00,31.77,0.0010,99.62,0.0000
910,fog-0,4,3500,4000,87.50,52.39,0.0010,2.18,0.0000
910,cam-1,2,800,1000,80.00,24.03,0.0010,1.86,0.0000
910,cam-2,2,800,1000,80.00,17.98,0.0010,1.47,0.0000
910,soil-sensor-node,2,400,512,78.13,15.70,0.0010,1.16,0.0000
910,signal-monitor,2,600,1024,58.59,14.86,0.0010,0.97,0.0000
910,irrigation-controller,2,300,2048,14.65,11.63,0.0010,0.58,0.0000
1000,cloud,4,2000,40000,5.00,24.67,0.0010,99.37,0.0000
1000,fog-0,4,3500,4000,87.50,54.97,0.0010,2.99,0.0000
1000,cam-1,2,800,1000,80.00,27.17,0.0010,1.90,0.0000
1000,cam-2,2,800,1000,80.00,22.75,0.0010,2.02,0.0000
1000,soil-sensor-node,2,400,512,78.13,13.51,0.0010,2.40,0.0000
1000,signal-monitor,2,600,1024,58.59,17.75,0.0010,2.01,0.0000
1000,irrigation-controller,2,300,2048,14.65,21.03,0.0010,0.42,0.0000
1000,cloud,4,2000,40000,5.00,31.03,0.0010,100.03,0.0000
1000,fog-0,4,3500,4000,87.50,54.40,0.0010,1.23,0.0000
1000,cam-1,2,800,1000,80.00,20.88,0.0010,2.56,0.0000
1000,cam-2,2,800,1000,80.00,19.08,0.0010,0.98,0.0000
1000,soil-sensor-node,2,400,512,78.13,9.66,0.0010,2.14,0.0000
1000,signal-monitor,2,600,1024,58.59,16.42,0.0010,1.65,0.0000
1000,irrigation-controller,2,300,2048,14.65,20.21,0.0010,0.98,0.0000
1000,cloud,4,2000,40000,5.00,56.28,0.0010,99.67,0.0000
1000,fog-0,4,3500,4000,87.50,49.19,0.0010,2.05,0.0000
1000,cam-1,2,800,1000,80.00,23.25,0.0010,1.81,0.0000
1000,cam-2,2,800,1000,80.00,17.99,0.0010,2.44,0.0000
1000,soil-sensor-node,2,400,512,78.13,15.27,0.0010,1.23,0.0000
1000,signal-monitor,2,600,1024,58.59,20.63,0.0010,0.49,0.0000
1000,irrigation-controller,2,300,2048,14.65,7.59,0.0010,1.95,0.0000
1000,cloud,4,2000,40000,5.00,2.40,0.0010,99.83,0.0000
1000,fog-0,4,3500,4000,87.50,46.12,0.0010,1.83,0.0000
1000,cam-1,2,800,1000,80.00,22.60,0.0010,2.12,0.0000
1000,cam-2,2,800,1000,80.00,21.97,0.0010,1.60,0.0000
1000,soil-sensor-node,2,400,512,78.13,17.36,0.0010,1.22,0.0000
1000,signal-monitor,2,600,1024,58.59,13.91,0.0010,1.33,0.0000
1000,irrigation-controller,2,300,2048,14.65,16.74,0.0010,1.32,0.0000
1000,cloud,4,2000,40000,5.00,25.27,0.0010,99.57,0.0000
1000,fog-0,4,3500,4000,87.50,56.36,0.0010,2.43,0.0000
1000,cam-1,2,800,1000,80.00,19.20,0.0010,1.54,0.0000
1000,cam-2,2,800,1000,80.00,21.16,0.0010,2.95,0.0000
1000,soil-sensor-node,2,400,512,78.13,23.00,0.0010,1.35,0.0000
1000,signal-monitor,2,600,1024,58.59,19.96,0.0010,1.24,0.0000
1000,irrigation-controller,2,300,2048,14.65,8.46,0.0010,0.82,0.0000
1000,cloud,4,2000,40000,5.00,29.73,0.0010,100.28,0.0000
1000,fog-0,4,3500,4000,87.50,51.73,0.0010,1.54,0.0000
1000,cam-1,2,800,1000,80.00,24.46,0.0010,2.14,0.0000
1000,cam-2,2,800,1000,80.00,25.78,0.0010,1.80,0.0000
1000,soil-sensor-node,2,400,512,78.13,14.02,0.0010,1.05,0.0000
1000,signal-monitor,2,600,1024,58.59,15.23,0.0010,1.29,0.0000
1000,irrigation-controller,2,300,2048,14.65,12.40,0.0010,1.45,0.0000
1000,cloud,4,2000,40000,5.00,23.34,0.0010,100.27,0.0000
1000,fog-0,4,3500,4000,87.50,51.63,0.0010,2.71,0.0000
1000,cam-1,2,800,1000,80.00,22.39,0.0010,3.05,0.0000
1000,cam-2,2,800,1000,80.00,15.50,0.0010,2.29,0.0000
1000,soil-sensor-node,2,400,512,78.13,11.03,0.0010,1.15,0.0000
1000,signal-monitor,2,600,1024,58.59,12.41,0.0010,1.18,0.0000
1000,irrigation-controller,2,300,2048,14.65,11.11,0.0010,0.28,0.0000
1000,cloud,4,2000,40000,5.00,21.20,0.0010,99.38,0.0000
1000,fog-0,4,3500,4000,87.50,5.07,0.0010,1.17,0.0000
1000,cam-1,2,800,1000,80.00,22.00,0.0010,1.40,0.0000
1000,cam-2,2,800,1000,80.00,8.71,0.0010,1.76,0.0000
1000,soil-sensor-node,2,400,512,78.13,10.05,0.0010,1.70,0.0000
1000,signal-monitor,2,600,1024,58.59,19.93,0.0010,1.75,0.0000
1000,irrigation-controller,2,300,2048,14.65,7.23,0.0010,0.80,0.0000
1000,cloud,4,2000,40000,5.00,30.73,0.0010,99.31,0.0000
1000,fog-0,4,3500,4000,87.50,50.61,0.0010,1.58,0.0000
1000,cam-1,2,800,1000,80.00,22.59,0.0010,2.24,0.0000
1000,cam-2,2,800,1000,80.00,22.74,0.0010,1.21,0.0000
1000,soil-sensor-node,2,400,512,78.13,11.52,0.0010,1.25,0.0000
1000,signal-monitor,2,600,1024,58.59,18.81,0.0010,0.82,0.0000
1000,irrigation-controller,2,300,2048,14.65,18.79,0.0010,1.05,0.0000
1000,cloud,4,2000,40000,5.00,28.23,0.0010,100.23,0.0000
1000,fog-0,4,3500,4000,87.50,45.64,0.0010,1.96,0.0000
1000,cam-1,2,800,1000,80.00,21.00,0.0010,1.61,0.0000
1000,cam-2,2,800,1000,80.00,24.80,0.0010,1.04,0.0000
1000,soil-sensor-node,2,400,512,78.13,18.73,0.0010,1.85,0.0000
1000,signal-monitor,2,600,1024,58.59,15.97,0.0010,1.08,0.0000
1000,irrigation-controller,2,300,2048,14.65,9.86,0.0010,1.15,0.0000
1010,cloud,4,2000,40000,5.00,17.78,0.0010,99.15,0.0000
1010,fog-0,4,3500,4000,87.50,51.99,0.0010,1.97,0.0000
1010,cam-1,2,800,1000,80.00,19.81,0.0010,1.49,0.0000
1010,cam-2,2,800,1000,80.00,24.93,0.0010,2.55,0.0000
1010,soil-sensor-node,2,400,512,78.13,17.76,0.0010,1.56,0.0000
1010,signal-monitor,2,600,1024,58.59,15.24,0.0010,0.56,0.0000
1010,irrigation-controller,2,300,2048,14.65,17.42,0.0010,2.38,0.0000
1100,cloud,4,2000,40000,5.00,27.29,0.0010,100.30,0.0000
1100,fog-0,4,3500,4000,87.50,53.05,0.0010,1.39,0.0000
1100,cam-1,2,800,1000,80.00,25.71,0.0010,1.76,0.0000
1100,cam-2,2,800,1000,80.00,29.98,0.0010,2.00,0.0000
1100,soil-sensor-node,2,400,512,78.13,14.35,0.0010,1.98,0.0000
1100,signal-monitor,2,600,1024,58.59,16.38,0.0010,0.72,0.0000
1100,irrigation-controller,2,300,2048,14.65,8.93,0.0010,1.05,0.0000
1100,cloud,4,2000,40000,5.00,22.68,0.0010,99.53,0.0000
1100,fog-0,4,3500,4000,87.50,50.31,0.0010,1.56,0.0000
1100,cam-1,2,800,1000,80.00,19.76,0.0010,1.40,0.0000
1100,cam-2,2,800,1000,80.00,14.09,0.0010,2.62,0.0000
1100,soil-sensor-node,2,400,512,78.13,13.50,0.0010,2.24,0.0000
1100,signal-monitor,2,600,1024,58.59,15.25,0.0010,1.53,0.0000
1100,irrigation-controller,2,300,2048,14.65,9.48,0.0010,1.30,0.0000
1100,cloud,4,2000,40000,5.00,28.78,0.0010,100.36,0.0000
1100,fog-0,4,3500,4000,87.50,47.98,0.0010,2.55,0.0000
1100,cam-1,2,800,1000,80.00,21.73,0.0010,2.21,0.0000
1100,cam-2,2,800,1000,80.00,22.85,0.0010,2.49,0.0000
1100,soil-sensor-node,2,400,512,78.13,9.64,0.0010,2.14,0.0000
1100,signal-monitor,2,600,1024,58.59,16.83,0.0010,1.16,0.0000
1100,irrigation-controller,2,300,2048,14.65,17.47,0.0010,1.38,0.0000
1100,cloud,4,2000,40000,5.00,28.13,0.0010,100.26,0.0000
1100,fog-0,4,3500,4000,87.50,49.87,0.0010,1.17,0.0000
1100,cam-1,2,800,1000,80.00,18.54,0.0010,1.61,0.0000
1100,cam-2,2,800,1000,80.00,16.50,0.0010,2.59,0.0000
1100,soil-sensor-node,2,400,512,78.13,14.09,0.0010,1.13,0.0000
1100,signal-monitor,2,600,1024,58.59,1.72,0.0010,0.63,0.0000
1100,irrigation-controller,2,300,2048,14.65,10.58,0.0010,0.48,0.0000
1100,cloud,4,2000,40000,5.00,26.51,0.0010,98.98,0.0000
1100,fog-0,4,3500,4000,87.50,53.94,0.0010,1.82,0.0000
1100,cam-1,2,800,1000,80.00,12.49,0.0010,2.21,0.0000
1100,cam-2,2,800,1000,80.00,29.92,0.0010,1.03,0.0000
1100,soil-sensor-node,2,400,512,78.13,13.59,0.0010,2.01,0.0000
1100,signal-monitor,2,600,1024,58.59,13.05,0.0010,1.21,0.0000
1100,irrigation-controller,2,300,2048,14.65,15.40,0.0010,0.69,0.0000
1100,cloud,4,2000,40000,5.00,24.54,0.0010,100.42,0.0000
1100,fog-0,4,3500,4000,87.50,49.97,0.0010,1.56,0.0000
1100,cam-1,2,800,1000,80.00,25.57,0.0010,2.71,0.0000
1100,cam-2,2,800,1000,80.00,21.48,0.0010,2.70,0.0000
1100,soil-sensor-node,2,400,512,78.13,15.02,0.0010,1.97,0.0000
1100,signal-monitor,2,600,1024,58.59,14.45,0.0010,0.89,0.0000
1100,irrigation-controller,2,300,2048,14.65,17.48,0.0010,1.59,0.0000
1100,cloud,4,2000,40000,5.00,14.99,0.0010,99.93,0.0000
1100,fog-0,4,3500,4000,87.50,48.82,0.0010,2.27,0.0000
1100,cam-1,2,800,1000,80.00,20.98,0.0010,2.11,0.0000
1100,cam-2,2,800,1000,80.00,19.58,0.0010,1.84,0.0000
1100,soil-sensor-node,2,400,512,78.13,15.26,0.0010,1.60,0.0000
1100,signal-monitor,2,600,1024,58.59,11.68,0.0010,1.22,0.0000
1100,irrigation-controller,2,300,2048,14.65,11.30,0.0010,1.16,0.0000
1100,cloud,4,2000,40000,5.00,33.75,0.0010,100.65,0.0000
1100,fog-0,4,3500,4000,87.50,48.58,0.0010,1.76,0.0000
1100,cam-1,2,800,1000,80.00,14.62,0.0010,2.30,0.0000
1100,cam-2,2,800,1000,80.00,27.61,0.0010,2.43,0.0000
1100,soil-sensor-node,2,400,512,78.13,17.52,0.0010,0.90,0.0000
1100,signal-monitor,2,600,1024,58.59,8.23,0.0010,0.99,0.0000
1100,irrigation-controller,2,300,2048,14.65,10.19,0.0010,0.78,0.0000
1100,cloud,4,2000,40000,5.00,26.01,0.0010,100.00,0.0000
1100,fog-0,4,3500,4000,87.50,48.77,0.0010,1.27,0.0000
1100,cam-1,2,800,1000,80.00,26.28,0.0010,1.20,0.0000
1100,cam-2,2,800,1000,80.00,13.20,0.0010,1.74,0.0000
1100,soil-sensor-node,2,400,512,78.13,21.45,0.0010,2.35,0.0000
1100,signal-monitor,2,600,1024,58.59,13.56,0.0010,0.52,0.0000
1100,irrigation-controller,2,300,2048,14.65,6.58,0.0010,0.72,0.0000
1100,cloud,4,2000,40000,5.00,19.02,0.0010,99.53,0.0000
1100,fog-0,4,3500,4000,87.50,52.14,0.0010,0.93,0.0000
1100,cam-1,2,800,1000,80.00,17.31,0.0010,2.10,0.0000
1100,cam-2,2,800,1000,80.00,15.16,0.0010,1.84,0.0000
1100,soil-sensor-node,2,400,512,78.13,11.66,0.0010,1.90,0.0000
1100,signal-monitor,2,600,1024,58.59,13.85,0.0010,1.05,0.0000
1100,irrigation-controller,2,300,2048,14.65,14.00,0.0010,1.01,0.0000
1100,cloud,4,2000,40000,5.00,24.01,0.0010,99.78,0.0000
1100,fog-0,4,3500,4000,87.50,43.63,0.0010,2.35,0.0000
1100,cam-1,2,800,1000,80.00,24.72,0.0010,2.19,0.0000
1100,cam-2,2,800,1000,80.00,32.83,0.0010,1.40,0.0000
1100,soil-sensor-node,2,400,512,78.13,9.90,0.0010,1.92,0.0000
1100,signal-monitor,2,600,1024,58.59,16.17,0.0010,1.19,0.0000
1100,irrigation-controller,2,300,2048,14.65,14.93,0.0010,0.65,0.0000
1110,cloud,4,2000,40000,5.00,21.88,0.0010,100.01,0.0000
1110,fog-0,4,3500,4000,87.50,58.88,0.0010,2.26,0.0000
1110,cam-1,2,800,1000,80.00,21.76,0.0010,1.40,0.0000
1110,cam-2,2,800,1000,80.00,21.32,0.0010,2.31,0.0000
1110,soil-sensor-node,2,400,512,78.13,9.64,0.0010,1.59,0.0000
1110,signal-monitor,2,600,1024,58.59,25.75,0.0010,0.28,0.0000
1110,irrigation-controller,2,300,2048,14.65,14.25,0.0010,0.10,0.0000
1200,cloud,4,2000,40000,5.00,24.61,0.0010,100.62,0.0000
1200,fog-0,4,3500,4000,87.50,47.59,0.0010,1.71,0.0000
1200,cam-1,2,800,1000,80.00,21.05,0.0010,2.22,0.0000
1200,cam-2,2,800,1000,80.00,21.21,0.0010,1.77,0.0000
1200,soil-sensor-node,2,400,512,78.13,17.88,0.0010,1.93,0.0000
1200,signal-monitor,2,600,1024,58.59,18.28,0.0010,0.85,0.0000
1200,irrigation-controller,2,300,2048,14.65,7.06,0.0010,1.58,0.0000
1200,cloud,4,2000,40000,5.00,24.36,0.0010,100.09,0.0000
1200,fog-0,4,3500,4000,87.50,89.36,0.0010,2.68,0.1000
1200,cam-1,2,800,1000,80.00,20.84,0.0010,2.27,0.0000
1200,cam-2,2,800,1000,80.00,14.59,0.0010,3.14,0.0000
1200,soil-sensor-node,2,400,512,78.13,4.07,0.0010,1.26,0.0000
1200,signal-monitor,2,600,1024,58.59,17.43,0.0010,1.92,0.0000
1200,irrigation-controller,2,300,2048,14.65,14.30,0.0010,0.66,0.0000
1200,cloud,4,2000,40000,5.00,24.17,0.0010,100.87,0.0000
1200,fog-0,4,3500,4000,87.50,54.54,0.0010,1.15,0.0000
1200,cam-1,2,800,1000,80.00,21.31,0.0010,1.54,0.0000
1200,cam-2,2,800,1000,80.00,27.58,0.0010,1.80,0.0000
1200,soil-sensor-node,2,400,512,78.13,20.62,0.0010,1.01,0.0000
1200,signal-monitor,2,600,1024,58.59,8.48,0.0010,1.63,0.0000
1200,irrigation-controller,2,300,2048,14.65,15.92,0.0010,1.62,0.0000
1200,cloud,4,2000,40000,5.00,37.34,0.0010,100.16,0.0000
1200,fog-0,4,3500,4000,87.50,52.87,0.0010,1.67,0.0000
1200,cam-1,2,800,1000,80.00,22.30,0.0010,2.59,0.0000
1200,cam-2,2,800,1000,80.00,21.48,0.0010,2.87,0.0000
1200,soil-sensor-node,2,400,512,78.13,6.32,0.0010,2.65,0.0000
1200,signal-monitor,2,600,1024,58.59,14.97,0.0010,0.68,0.0000
1200,irrigation-controller,2,300,2048,14.65,13.90,0.0010,1.64,0.0000
1200,cloud,4,2000,40000,5.00,25.79,0.0010,99.40,0.0000
1200,fog-0,4,3500,4000,87.50,53.12,0.0010,2.45,0.0000
1200,cam-1,2,800,1000,80.00,24.03,0.0010,2.16,0.0000
1200,cam-2,2,800,1000,80.00,26.62,0.0010,1.63,0.0000
1200,soil-sensor-node,2,400,512,78.13,4.99,0.0010,0.68,0.0000
1200,signal-monitor,2,600,1024,58.59,19.39,0.0010,0.17,0.0000
1200,irrigation-controller,2,300,2048,14.65,9.49,0.0010,1.32,0.0000
1200,cloud,4,2000,40000,5.00,21.44,0.0010,100.57,0.0000
1200,fog-0,4,3500,4000,87.50,53.89,0.0010,2.19,0.0000
1200,cam-1,2,800,1000,80.00,23.70,0.0010,2.01,0.0000
1200,cam-2,2,800,1000,80.00,22.47,0.0010,1.96,0.0000
1200,soil-sensor-node,2,400,512,78.13,17.00,0.0010,1.15,0.0000
1200,signal-monitor,2,600,1024,58.59,22.56,0.0010,1.07,0.0000
1200,irrigation-controller,2,300,2048,14.65,18.15,0.0010,1.00,0.0000
1200,cloud,4,2000,40000,5.00,21.54,0.0010,100.04,0.0000
1200,fog-0,4,3500,4000,87.50,53.34,0.0010,2.09,0.0000
1200,cam-1,2,800,1000,80.00,10.95,0.0010,2.11,0.0000
1200,cam-2,2,800,1000,80.00,19.27,0.0010,2.53,0.0000
1200,soil-sensor-node,2,400,512,78.13,16.00,0.0010,1.94,0.0000
1200,signal-monitor,2,600,1024,58.59,15.79,0.0010,1.26,0.0000
1200,irrigation-controller,2,300,2048,14.65,10.23,0.0010,0.43,0.0000
1200,cloud,4,2000,40000,5.00,17.64,0.0010,99.06,0.0000
1200,fog-0,4,3500,4000,87.50,98.00,0.0010,2.02,0.1000
1200,cam-1,2,800,1000,80.00,27.91,0.0010,2.98,0.0000
1200,cam-2,2,800,1000,80.00,18.54,0.0010,1.85,0.0000
1200,soil-sensor-node,2,400,512,78.13,7.82,0.0010,1.47,0.0000
1200,signal-monitor,2,600,1024,58.59,20.86,0.0010,2.18,0.0000
1200,irrigation-controller,2,300,2048,14.65,8.61,0.0010,0.88,0.0000
1200,cloud,4,2000,40000,5.00,28.19,0.0010,99.24,0.0000
1200,fog-0,4,3500,4000,87.50,55.66,0.0010,2.71,0.0000
1200,cam-1,2,800,1000,80.00,20.32,0.0010,1.92,0.0000
1200,cam-2,2,800,1000,80.00,21.97,0.0010,2.84,0.0000
1200,soil-sensor-node,2,400,512,78.13,8.75,0.0010,1.23,0.0000
1200,signal-monitor,2,600,1024,58.59,21.69,0.0010,0.24,0.0000
1200,irrigation-controller,2,300,2048,14.65,13.73,0.0010,0.53,0.0000
1200,cloud,4,2000,40000,5.00,18.62,0.0010,100.19,0.0000
1200,fog-0,4,3500,4000,87.50,47.28,0.0010,1.48,0.0000
1200,cam-1,2,800,1000,80.00,27.56,0.0010,1.74,0.0000
1200,cam-2,2,800,1000,80.00,21.06,0.0010,2.69,0.0000
1200,soil-sensor-node,2,400,512,78.13,13.64,0.0010,1.13,0.0000
1200,signal-monitor,2,600,1024,58.59,23.27,0.0010,0.84,0.0000
1200,irrigation-controller,2,300,2048,14.65,15.27,0.0010,0.96,0.0000
1200,cloud,4,2000,40000,5.00,27.08,0.0010,99.24,0.0000
1200,fog-0,4,3500,4000,87.50,50.87,0.0010,2.50,0.0000
1200,cam-1,2,800,1000,80.00,17.15,0.0010,1.71,0.0000
1200,cam-2,2,800,1000,80.00,28.29,0.0010,2.36,0.0000
1200,soil-sensor-node,2,400,512,78.13,16.11,0.0010,1.34,0.0000
1200,signal-monitor,2,600,1024,58.59,14.68,0.0010,0.54,0.0000
1200,irrigation-controller,2,300,2048,14.65,23.95,0.0010,1.19,0.0000
1200,cloud,4,2000,40000,5.00,19.79,0.0010,99.84,0.0000
1200,fog-0,4,3500,4000,87.50,47.04,0.0010,1.81,0.0000
1200,cam-1,2,800,1000,80.00,26.30,0.0010,2.87,0.0000
1200,cam-2,2,800,1000,80.00,20.79,0.0010,1.01,0.0000
1200,soil-sensor-node,2,400,512,78.13,3.62,0.0010,1.54,0.0000
1200,signal-monitor,2,600,1024,58.59,20.01,0.0010,0.66,0.0000
1200,irrigation-controller,2,300,2048,14.65,14.50,0.0010,0.67,0.0000
1210,cloud,4,2000,40000,5.00,23.02,0.0010,100.31,0.0000
1210,fog-0,4,3500,4000,87.50,43.60,0.0010,1.80,0.0000
1210,cam-1,2,800,1000,80.00,22.46,0.0010,1.31,0.0000
1210,cam-2,2,800,1000,80.00,21.86,0.0010,1.80,0.0000
1210,soil-sensor-node,2,400,512,78.13,17.53,0.0010,1.48,0.0000
1210,signal-monitor,2,600,1024,58.59,25.96,0.0010,0.31,0.0000
1210,irrigation-controller,2,300,2048,14.65,15.15,0.0010,0.80,0.0000
1300,cloud,4,2000,40000,5.00,25.00,0.0010,100.21,0.0000
1300,fog-0,4,3500,4000,87.50,54.85,0.0010,2.69,0.0000
1300,cam-1,2,800,1000,80.00,14.73,0.0010,2.36,0.0000
1300,cam-2,2,800,1000,80.00,27.33,0.0010,2.11,0.0000
1300,soil-sensor-node,2,400,512,78.13,19.07,0.0010,1.13,0.0000
1300,signal-monitor,2,600,1024,58.59,18.46,0.0010,0.94,0.0000
1300,irrigation-controller,2,300,2048,14.65,9.94,0.0010,1.09,0.0000
1300,cloud,4,2000,40000,5.00,17.09,0.0010,100.13,0.0000
1300,fog-0,4,3500,4000,87.50,52.47,0.0010,1.65,0.0000
