time,device,vmCount,ramUsed,ramTotal,ramUtilPercent,cpuUtilPercent,energyConsumed,networkLatency,packetLoss
1300,cam-1,2,800,1000,80.00,30.18,0.0010,0.60,0.0000
1300,cam-2,2,800,1000,80.00,21.67,0.0010,2.27,0.0000
1300,soil-sensor-node,2,400,512,78.13,12.35,0.0010,1.51,0.0000
1300,signal-monitor,2,600,1024,58.59,21.11,0.0010,0.67,0.0000
1300,irrigation-controller,2,300,2048,14.65,11.59,0.0010,0.67,0.0000
1300,cloud,4,2000,40000,5.00,17.73,0.0010,100.40,0.0000
1300,fog-0,4,3500,4000,87.50,51.51,0.0010,2.26,0.0000
1300,cam-1,2,800,1000,80.00,11.35,0.0010,1.65,0.0000
1300,cam-2,2,800,1000,80.00,21.33,0.0010,2.38,0.0000
1300,soil-sensor-node,2,400,512,78.13,14.13,0.0010,1.96,0.0000
1300,signal-monitor,2,600,1024,58.59,14.70,0.0010,0.45,0.0000
1300,irrigation-controller,2,300,2048,14.65,19.83,0.0010,1.56,0.0000
1300,cloud,4,2000,40000,5.00,28.83,0.0010,99.35,0.0000
1300,fog-0,4,3500,4000,87.50,51.83,0.0010,1.26,0.0000
1300,cam-1,2,800,1000,80.00,25.16,0.0010,1.97,0.0000
1300,cam-2,2,800,1000,80.00,21.08,0.0010,1.65,0.0000
1300,soil-sensor-node,2,400,512,78.13,9.50,0.0010,1.78,0.0000
1300,signal-monitor,2,600,1024,58.59,18.14,0.0010,1.28,0.0000
1300,irrigation-controller,2,300,2048,14.65,14.52,0.0010,0.79,0.0000
1300,cloud,4,2000,40000,5.00,30.40,0.0010,101.34,0.0000
1300,fog-0,4,3500,4000,87.50,46.65,0.0010,1.55,0.0000
1300,cam-1,2,800,1000,80.00,21.86,0.0010,0.58,0.0000
1300,cam-2,2,800,1000,80.00,18.34,0.0010,2.06,0.0000
1300,soil-sensor-node,2,400,512,78.13,7.97,0.0010,0.56,0.0000
1300,signal-monitor,2,600,1024,58.59,12.84,0.0010,1.36,0.0000
1300,irrigation-controller,2,300,2048,14.65,15.33,0.0010,1.16,0.0000
1300,cloud,4,2000,40000,5.00,26.14,0.0010,100.05,0.0000
1300,fog-0,4,3500,4000,87.50,58.15,0.0010,2.37,0.0000
1300,cam-1,2,800,1000,80.00,26.36,0.0010,1.43,0.0000
1300,cam-2,2,800,1000,80.00,21.75,0.0010,2.12,0.0000
1300,soil-sensor-node,2,400,512,78.13,14.15,0.0010,2.26,0.0000
1300,signal-monitor,2,600,1024,58.59,22.08,0.0010,1.16,0.0000
1300,irrigation-controller,2,300,2048,14.65,23.28,0.0010,1.21,0.0000
1300,cloud,4,2000,40000,5.00,20.71,0.0010,99.84,0.0000
1300,fog-0,4,3500,4000,87.50,48.38,0.0010,3.54,0.0000
1300,cam-1,2,800,1000,80.00,17.81,0.0010,1.77,0.0000
1300,cam-2,2,800,1000,80.00,22.09,0.0010,1.65,0.0000
1300,soil-sensor-node,2,400,512,78.13,24.64,0.0010,1.78,0.0000
1300,signal-monitor,2,600,1024,58.59,17.26,0.0010,0.39,0.0000
1300,irrigation-controller,2,300,2048,14.65,14.69,0.0010,0.10,0.0000
1300,cloud,4,2000,40000,5.00,17.54,0.0010,99.73,0.0000
1300,fog-0,4,3500,4000,87.50,49.03,0.0010,2.77,0.0000
1300,cam-1,2,800,1000,80.00,20.41,0.0010,2.49,0.0000
1300,cam-2,2,800,1000,80.00,65.04,0.0010,1.91,0.0000
1300,soil-sensor-node,2,400,512,78.13,10.08,0.0010,1.67,0.0000
1300,signal-monitor,2,600,1024,58.59,22.58,0.0010,0.95,0.0000
1300,irrigation-controller,2,300,2048,14.65,7.44,0.0010,0.28,0.0000
1300,cloud,4,2000,40000,5.00,28.17,0.0010,99.90,0.0000
1300,fog-0,4,3500,4000,87.50,49.03,0.0010,1.52,0.0000
1300,cam-1,2,800,1000,80.00,26.88,0.0010,1.99,0.0000
1300,cam-2,2,800,1000,80.00,18.69,0.0010,2.27,0.0000
1300,soil-sensor-node,2,400,512,78.13,19.81,0.0010,1.84,0.0000
1300,signal-monitor,2,600,1024,58.59,24.13,0.0010,0.10,0.0000
1300,irrigation-controller,2,300,2048,14.65,8.38,0.0010,1.28,0.0000
1300,cloud,4,2000,40000,5.00,27.28,0.0010,99.29,0.0000
1300,fog-0,4,3500,4000,87.50,57.68,0.0010,1.62,0.0000
1300,cam-1,2,800,1000,80.00,22.93,0.0010,1.68,0.0000
1300,cam-2,2,800,1000,80.00,22.42,0.0010,2.05,0.0000
1300,soil-sensor-node,2,400,512,78.13,11.21,0.0010,1.63,0.0000
1300,signal-monitor,2,600,1024,58.59,12.83,0.0010,1.63,0.0000
1300,irrigation-controller,2,300,2048,14.65,21.13,0.0010,1.37,0.0000
1300,cloud,4,2000,40000,5.00,26.47,0.0010,100.55,0.0000
1300,fog-0,4,3500,4000,87.50,56.18,0.0010,1.62,0.0000
1300,cam-1,2,800,1000,80.00,27.83,0.0010,2.94,0.0000
1300,cam-2,2,800,1000,80.00,22.11,0.0010,2.72,0.0000
1300,soil-sensor-node,2,400,512,78.13,15.36,0.0010,0.56,0.0000
1300,signal-monitor,2,600,1024,58.59,20.78,0.0010,0.57,0.0000
1300,irrigation-controller,2,300,2048,14.65,9.30,0.0010,1.29,0.0000
1300,cloud,4,2000,40000,5.00,31.96,0.0010,99.08,0.0000
1300,fog-0,4,3500,4000,87.50,61.24,0.0010,2.21,0.0000
1300,cam-1,2,800,1000,80.00,22.14,0.0010,1.70,0.0000
1300,cam-2,2,800,1000,80.00,25.89,0.0010,2.54,0.0000
1300,soil-sensor-node,2,400,512,78.13,11.37,0.0010,2.07,0.0000
1300,signal-monitor,2,600,1024,58.59,29.31,0.0010,1.25,0.0000
1300,irrigation-controller,2,300,2048,14.65,11.92,0.0010,0.60,0.0000
1300,cloud,4,2000,40000,5.00,22.90,0.0010,99.58,0.0000
1300,fog-0,4,3500,4000,87.50,54.69,0.0010,2.58,0.0000
1300,cam-1,2,800,1000,80.00,25.50,0.0010,0.70,0.0000
1300,cam-2,2,800,1000,80.00,30.96,0.0010,2.72,0.0000
1300,soil-sensor-node,2,400,512,78.13,9.38,0.0010,1.11,0.0000
1300,signal-monitor,2,600,1024,58.59,23.05,0.0010,1.06,0.0000
1300,irrigation-controller,2,300,2048,14.65,14.89,0.0010,0.10,0.0000
1310,cloud,4,2000,40000,5.00,20.06,0.0010,100.34,0.0000
1310,fog-0,4,3500,4000,87.50,46.53,0.0010,2.28,0.0000
1310,cam-1,2,800,1000,80.00,16.63,0.0010,1.94,0.0000
1310,cam-2,2,800,1000,80.00,27.35,0.0010,1.93,0.0000
1310,soil-sensor-node,2,400,512,78.13,3.33,0.0010,1.63,0.0000
1310,signal-monitor,2,600,1024,58.59,20.17,0.0010,1.32,0.0000
1310,irrigation-controller,2,300,2048,14.65,13.14,0.0010,1.12,0.0000
1400,cloud,4,2000,40000,5.00,34.08,0.0010,100.59,0.0000
1400,fog-0,4,3500,4000,87.50,50.51,0.0010,2.28,0.0000
1400,cam-1,2,800,1000,80.00,31.13,0.0010,1.00,0.0000
1400,cam-2,2,800,1000,80.00,24.01,0.0010,2.60,0.0000
1400,soil-sensor-node,2,400,512,78.13,13.87,0.0010,1.83,0.0000
1400,signal-monitor,2,600,1024,58.59,14.36,0.0010,1.48,0.0000
1400,irrigation-controller,2,300,2048,14.65,9.05,0.0010,0.92,0.0000
1400,cloud,4,2000,40000,5.00,25.47,0.0010,99.66,0.0000
1400,fog-0,4,3500,4000,87.50,60.56,0.0010,0.58,0.0000
1400,cam-1,2,800,1000,80.00,24.94,0.0010,1.78,0.0000
1400,cam-2,2,800,1000,80.00,21.88,0.0010,0.98,0.0000
1400,soil-sensor-node,2,400,512,78.13,4.45,0.0010,2.09,0.0000
1400,signal-monitor,2,600,1024,58.59,17.70,0.0010,0.85,0.0000
1400,irrigation-controller,2,300,2048,14.65,15.96,0.0010,0.73,0.0000
1400,cloud,4,2000,40000,5.00,20.85,0.0010,99.83,0.0000
1400,fog-0,4,3500,4000,87.50,53.11,0.0010,2.09,0.0000
1400,cam-1,2,800,1000,80.00,21.66,0.0010,2.01,0.0000
1400,cam-2,2,800,1000,80.00,27.67,0.0010,1.98,0.0000
1400,soil-sensor-node,2,400,512,78.13,15.97,0.0010,1.46,0.0000
1400,signal-monitor,2,600,1024,58.59,12.53,0.0010,0.11,0.0000
1400,irrigation-controller,2,300,2048,14.65,7.23,0.0010,1.14,0.0000
1400,cloud,4,2000,40000,5.00,25.16,0.0010,99.50,0.0000
1400,fog-0,4,3500,4000,87.50,50.77,0.0010,2.31,0.0000
1400,cam-1,2,800,1000,80.00,23.68,0.0010,2.93,0.0000
1400,cam-2,2,800,1000,80.00,18.29,0.0010,2.00,0.0000
1400,soil-sensor-node,2,400,512,78.13,10.71,0.0010,1.57,0.0000
1400,signal-monitor,2,600,1024,58.59,22.51,0.0010,0.78,0.0000
1400,irrigation-controller,2,300,2048,14.65,19.53,0.0010,1.14,0.0000
1400,cloud,4,2000,40000,5.00,7.60,0.0010,99.47,0.0000
1400,fog-0,4,3500,4000,87.50,48.93,0.0010,1.78,0.0000
1400,cam-1,2,800,1000,80.00,20.16,0.0010,2.02,0.0000
1400,cam-2,2,800,1000,80.00,30.35,0.0010,1.97,0.0000
1400,soil-sensor-node,2,400,512,78.13,19.04,0.0010,1.30,0.0000
1400,signal-monitor,2,600,1024,58.59,21.04,0.0010,1.42,0.0000
1400,irrigation-controller,2,300,2048,14.65,15.75,0.0010,1.00,0.0000
1400,cloud,4,2000,40000,5.00,27.46,0.0010,100.89,0.0000
1400,fog-0,4,3500,4000,87.50,51.51,0.0010,2.36,0.0000
1400,cam-1,2,800,1000,80.00,18.48,0.0010,2.48,0.0000
1400,cam-2,2,800,1000,80.00,60.45,0.0010,1.43,0.0000
1400,soil-sensor-node,2,400,512,78.13,14.30,0.0010,0.87,0.0000
1400,signal-monitor,2,600,1024,58.59,18.38,0.0010,0.80,0.0000
1400,irrigation-controller,2,300,2048,14.65,15.18,0.0010,0.25,0.0000
1400,cloud,4,2000,40000,5.00,23.13,0.0010,99.64,0.0000
1400,fog-0,4,3500,4000,87.50,47.85,0.0010,2.65,0.0000
1400,cam-1,2,800,1000,80.00,20.10,0.0010,2.04,0.0000
1400,cam-2,2,800,1000,80.00,23.10,0.0010,2.14,0.0000
1400,soil-sensor-node,2,400,512,78.13,15.15,0.0010,1.36,0.0000
1400,signal-monitor,2,600,1024,58.59,26.79,0.0010,1.35,0.0000
1400,irrigation-controller,2,300,2048,14.65,6.23,0.0010,1.06,0.0000
1400,cloud,4,2000,40000,5.00,26.07,0.0010,100.48,0.0000
1400,fog-0,4,3500,4000,87.50,55.68,0.0010,1.96,0.0000
1400,cam-1,2,800,1000,80.00,14.24,0.0010,1.24,0.0000
1400,cam-2,2,800,1000,80.00,30.89,0.0010,2.86,0.0000
1400,soil-sensor-node,2,400,512,78.13,7.97,0.0010,2.19,0.0000
1400,signal-monitor,2,600,1024,58.59,11.14,0.0010,0.67,0.0000
1400,irrigation-controller,2,300,2048,14.65,4.24,0.0010,1.36,0.0000
1400,cloud,4,2000,40000,5.00,37.69,0.0010,100.31,0.0000
1400,fog-0,4,3500,4000,87.50,48.63,0.0010,2.90,0.0000
1400,cam-1,2,800,1000,80.00,21.41,0.0010,1.24,0.0000
1400,cam-2,2,800,1000,80.00,26.98,0.0010,2.15,0.0000
1400,soil-sensor-node,2,400,512,78.13,10.58,0.0010,0.97,0.0000
1400,signal-monitor,2,600,1024,58.59,15.70,0.0010,0.31,0.0000
1400,irrigation-controller,2,300,2048,14.65,14.21,0.0010,0.80,0.0000
1400,cloud,4,2000,40000,5.00,20.78,0.0010,99.50,0.0000
1400,fog-0,4,3500,4000,87.50,43.59,0.0010,1.44,0.0000
1400,cam-1,2,800,1000,80.00,16.66,0.0010,2.31,0.0000
1400,cam-2,2,800,1000,80.00,9.67,0.0010,1.88,0.0000
1400,soil-sensor-node,2,400,512,78.13,15.10,0.0010,1.14,0.0000
1400,signal-monitor,2,600,1024,58.59,8.85,0.0010,0.67,0.0000
1400,irrigation-controller,2,300,2048,14.65,12.23,0.0010,0.44,0.0000
1400,cloud,4,2000,40000,5.00,25.26,0.0010,99.85,0.0000
1400,fog-0,4,3500,4000,87.50,52.52,0.0010,2.76,0.0000
1400,cam-1,2,800,1000,80.00,18.46,0.0010,1.05,0.0000
1400,cam-2,2,800,1000,80.00,18.35,0.0010,2.65,0.0000
1400,soil-sensor-node,2,400,512,78.13,17.01,0.0010,1.40,0.0000
1400,signal-monitor,2,600,1024,58.59,27.49,0.0010,1.01,0.0000
1400,irrigation-controller,2,300,2048,14.65,15.06,0.0010,1.50,0.0000
1400,cloud,4,2000,40000,5.00,24.10,0.0010,99.75,0.0000
1400,fog-0,4,3500,4000,87.50,42.17,0.0010,2.38,0.0000
1400,cam-1,2,800,1000,80.00,27.53,0.0010,1.49,0.0000
1400,cam-2,2,800,1000,80.00,9.39,0.0010,2.45,0.0000
1400,soil-sensor-node,2,400,512,78.13,11.72,0.0010,1.68,0.0000
1400,signal-monitor,2,600,1024,58.59,24.70,0.0010,0.66,0.0000
1400,irrigation-controller,2,300,2048,14.65,6.23,0.0010,1.69,0.0000
1400,cloud,4,2000,40000,5.00,29.93,0.0010,99.57,0.0000
1400,fog-0,4,3500,4000,87.50,59.36,0.0010,2.31,0.0000
1400,cam-1,2,800,1000,80.00,24.65,0.0010,2.12,0.0000
1400,cam-2,2,800,1000,80.00,21.70,0.0010,2.31,0.0000
1400,soil-sensor-node,2,400,512,78.13,5.39,0.0010,0.89,0.0000
1400,signal-monitor,2,600,1024,58.59,21.39,0.0010,1.07,0.0000
1400,irrigation-controller,2,300,2048,14.65,13.82,0.0010,1.62,0.0000
1400,cloud,4,2000,40000,5.00,30.21,0.0010,100.68,0.0000
1400,fog-0,4,3500,4000,87.50,52.18,0.0010,2.59,0.0000
1400,cam-1,2,800,1000,80.00,16.83,0.0010,1.75,0.0000
1400,cam-2,2,800,1000,80.00,25.29,0.0010,2.26,0.0000
1400,soil-sensor-node,2,400,512,78.13,7.31,0.0010,1.63,0.0000
1400,signal-monitor,2,600,1024,58.59,50.48,0.0010,0.81,0.0000
1400,irrigation-controller,2,300,2048,14.65,12.66,0.0010,1.74,0.0000
1410,cloud,4,2000,40000,5.00,25.87,0.0010,99.40,0.0000
1410,fog-0,4,3500,4000,87.50,46.33,0.0010,1.90,0.0000
1410,cam-1,2,800,1000,80.00,24.02,0.0010,2.37,0.0000
1410,cam-2,2,800,1000,80.00,29.43,0.0010,2.49,0.0000
1410,soil-sensor-node,2,400,512,78.13,10.66,0.0010,1.52,0.0000
1410,signal-monitor,2,600,1024,58.59,17.37,0.0010,0.46,0.0000
1410,irrigation-controller,2,300,2048,14.65,15.77,0.0010,1.17,0.0000
1500,cloud,4,2000,40000,5.00,22.83,0.0010,100.48,0.0000
1500,fog-0,4,3500,4000,87.50,47.41,0.0010,2.25,0.0000
1500,cam-1,2,800,1000,80.00,23.81,0.0010,2.58,0.0000
1500,cam-2,2,800,1000,80.00,18.33,0.0010,1.66,0.0000
1500,soil-sensor-node,2,400,512,78.13,13.41,0.0010,1.55,0.0000
1500,signal-monitor,2,600,1024,58.59,17.29,0.0010,0.54,0.0000
1500,irrigation-controller,2,300,2048,14.65,9.74,0.0010,0.16,0.0000
1500,cloud,4,2000,40000,5.00,19.84,0.0010,99.68,0.0000
1500,fog-0,4,3500,4000,87.50,54.15,0.0010,2.27,0.0000
1500,cam-1,2,800,1000,80.00,27.09,0.0010,1.44,0.0000
1500,cam-2,2,800,1000,80.00,27.48,0.0010,1.54,0.0000
1500,soil-sensor-node,2,400,512,78.13,8.92,0.0010,1.88,0.0000
1500,signal-monitor,2,600,1024,58.59,9.13,0.0010,0.92,0.0000
1500,irrigation-controller,2,300,2048,14.65,8.00,0.0010,0.74,0.0000
1500,cloud,4,2000,40000,5.00,28.57,0.0010,99.23,0.0000
1500,fog-0,4,3500,4000,87.50,53.94,0.0010,1.51,0.0000
1500,cam-1,2,800,1000,80.00,22.95,0.0010,2.55,0.0000
1500,cam-2,2,800,1000,80.00,18.63,0.0010,3.15,0.0000
1500,soil-sensor-node,2,400,512,78.13,6.99,0.0010,1.37,0.0000
1500,signal-monitor,2,600,1024,58.59,20.92,0.0010,1.58,0.0000
1500,irrigation-controller,2,300,2048,14.65,13.76,0.0010,0.10,0.0000
1500,cloud,4,2000,40000,5.00,16.84,0.0010,100.81,0.0000
1500,fog-0,4,3500,4000,87.50,46.59,0.0010,2.29,0.0000
1500,cam-1,2,800,1000,80.00,24.39,0.0010,1.24,0.0000
1500,cam-2,2,800,1000,80.00,28.82,0.0010,3.51,0.0000
1500,soil-sensor-node,2,400,512,78.13,17.48,0.0010,1.34,0.0000
1500,signal-monitor,2,600,1024,58.59,14.77,0.0010,1.41,0.0000
1500,irrigation-controller,2,300,2048,14.65,14.92,0.0010,1.57,0.0000
1500,cloud,4,2000,40000,5.00,29.30,0.0010,99.95,0.0000
1500,fog-0,4,3500,4000,87.50,54.67,0.0010,2.28,0.0000
1500,cam-1,2,800,1000,80.00,18.12,0.0010,2.32,0.0000
1500,cam-2,2,800,1000,80.00,10.93,0.0010,1.86,0.0000
1500,soil-sensor-node,2,400,512,78.13,8.46,0.0010,1.75,0.0000
1500,signal-monitor,2,600,1024,58.59,18.33,0.0010,0.46,0.0000
1500,irrigation-controller,2,300,2048,14.65,17.38,0.0010,1.11,0.0000
1500,cloud,4,2000,40000,5.00,32.15,0.0010,101.39,0.0000
1500,fog-0,4,3500,4000,87.50,58.74,0.0010,1.70,0.0000
1500,cam-1,2,800,1000,80.00,15.79,0.0010,1.34,0.0000
1500,cam-2,2,800,1000,80.00,21.95,0.0010,2.24,0.0000
1500,soil-sensor-node,2,400,512,78.13,4.25,0.0010,1.96,0.0000
1500,signal-monitor,2,600,1024,58.59,15.37,0.0010,0.74,0.0000
1500,irrigation-controller,2,300,2048,14.65,16.13,0.0010,1.15,0.0000
1500,cloud,4,2000,40000,5.00,33.75,0.0010,99.04,0.0000
1500,fog-0,4,3500,4000,87.50,50.48,0.0010,1.12,0.0000
1500,cam-1,2,800,1000,80.00,25.87,0.0010,2.15,0.0000
1500,cam-2,2,800,1000,80.00,23.67,0.0010,2.85,0.0000
1500,soil-sensor-node,2,400,512,78.13,20.64,0.0010,1.18,0.0000
1500,signal-monitor,2,600,1024,58.59,16.90,0.0010,0.16,0.0000
1500,irrigation-controller,2,300,2048,14.65,15.92,0.0010,0.82,0.0000
1500,cloud,4,2000,40000,5.00,24.98,0.0010,100.06,0.0000
1500,fog-0,4,3500,4000,87.50,49.62,0.0010,1.43,0.0000
1500,cam-1,2,800,1000,80.00,23.85,0.0010,2.13,0.0000
1500,cam-2,2,800,1000,80.00,24.68,0.0010,2.60,0.0000
1500,soil-sensor-node,2,400,512,78.13,9.28,0.0010,1.95,0.0000
1500,signal-monitor,2,600,1024,58.59,22.54,0.0010,1.11,0.0000
1500,irrigation-controller,2,300,2048,14.65,12.78,0.0010,0.93,0.0000
1500,cloud,4,2000,40000,5.00,36.32,0.0010,99.70,0.0000
1500,fog-0,4,3500,4000,87.50,53.27,0.0010,1.43,0.0000
1500,cam-1,2,800,1000,80.00,20.68,0.0010,2.52,0.0000
1500,cam-2,2,800,1000,80.00,22.62,0.0010,2.42,0.0000
1500,soil-sensor-node,2,400,512,78.13,8.77,0.0010,1.92,0.0000
1500,signal-monitor,2,600,1024,58.59,59.32,0.0010,1.25,0.0000
1500,irrigation-controller,2,300,2048,14.65,7.61,0.0010,1.46,0.0000
1500,cloud,4,2000,40000,5.00,29.30,0.0010,99.81,0.0000
1500,fog-0,4,3500,4000,87.50,51.31,0.0010,2.36,0.0000
1500,cam-1,2,800,1000,80.00,17.45,0.0010,1.20,0.0000
1500,cam-2,2,800,1000,80.00,26.07,0.0010,2.02,0.0000
1500,soil-sensor-node,2,400,512,78.13,8.50,0.0010,0.46,0.0000
1500,signal-monitor,2,600,1024,58.59,13.59,0.0010,1.19,0.0000
1500,irrigation-controller,2,300,2048,14.65,11.57,0.0010,0.13,0.0000
1500,cloud,4,2000,40000,5.00,74.81,0.0010,100.06,0.0478
1500,fog-0,4,3500,4000,87.50,52.30,0.0010,2.16,0.0000
1500,cam-1,2,800,1000,80.00,29.96,0.0010,1.86,0.0000
1500,cam-2,2,800,1000,80.00,21.68,0.0010,2.19,0.0000
1500,soil-sensor-node,2,400,512,78.13,20.78,0.0010,1.34,0.0000
1500,signal-monitor,2,600,1024,58.59,15.39,0.0010,2.12,0.0000
1500,irrigation-controller,2,300,2048,14.65,14.16,0.0010,1.30,0.0000
1500,cloud,4,2000,40000,5.00,22.00,0.0010,99.93,0.0000
1500,fog-0,4,3500,4000,87.50,55.76,0.0010,2.08,0.0000
1500,cam-1,2,800,1000,80.00,20.86,0.0010,2.21,0.0000
1500,cam-2,2,800,1000,80.00,25.96,0.0010,1.86,0.0000
1500,soil-sensor-node,2,400,512,78.13,20.49,0.0010,0.75,0.0000
1500,signal-monitor,2,600,1024,58.59,22.87,0.0010,1.12,0.0000
1500,irrigation-controller,2,300,2048,14.65,54.56,0.0010,0.27,0.0000
1500,cloud,4,2000,40000,5.00,20.48,0.0010,100.69,0.0000
1500,fog-0,4,3500,4000,87.50,50.66,0.0010,3.40,0.0000
1500,cam-1,2,800,1000,80.00,2.33,0.0010,2.09,0.0000
1500,cam-2,2,800,1000,80.00,18.84,0.0010,1.94,0.0000
1500,soil-sensor-node,2,400,512,78.13,14.32,0.0010,1.18,0.0000
1500,signal-monitor,2,600,1024,58.59,17.07,0.0010,1.66,0.0000
1500,irrigation-controller,2,300,2048,14.65,5.35,0.0010,1.44,0.0000
1500,cloud,4,2000,40000,5.00,25.78,0.0010,99.84,0.0000
1500,fog-0,4,3500,4000,87.50,50.29,0.0010,2.54,0.0000
1500,cam-1,2,800,1000,80.00,23.49,0.0010,2.48,0.0000
1500,cam-2,2,800,1000,80.00,31.73,0.0010,1.64,0.0000
1500,soil-sensor-node,2,400,512,78.13,15.24,0.0010,0.65,0.0000
1500,signal-monitor,2,600,1024,58.59,68.11,0.0010,1.22,0.0000
1500,irrigation-controller,2,300,2048,14.65,1.52,0.0010,0.10,0.0000
1500,cloud,4,2000,40000,5.00,32.23,0.0010,100.33,0.0000
1500,fog-0,4,3500,4000,87.50,60.18,0.0010,2.23,0.0000
1500,cam-1,2,800,1000,80.00,27.86,0.0010,2.26,0.0000
1500,cam-2,2,800,1000,80.00,29.21,0.0010,1.91,0.0000
1500,soil-sensor-node,2,400,512,78.13,11.21,0.0010,2.00,0.0000
1500,signal-monitor,2,600,1024,58.59,4.70,0.0010,1.51,0.0000
1500,irrigation-controller,2,300,2048,14.65,15.81,0.0010,0.97,0.0000
1510,cloud,4,2000,40000,5.00,24.76,0.0010,100.42,0.0000
1510,fog-0,4,3500,4000,87.50,54.69,0.0010,2.44,0.0000
1510,cam-1,2,800,1000,80.00,21.93,0.0010,2.13,0.0000
1510,cam-2,2,800,1000,80.00,20.07,0.0010,2.33,0.0000
1510,soil-sensor-node,2,400,512,78.13,16.22,0.0010,2.52,0.0000
1510,signal-monitor,2,600,1024,58.59,23.75,0.0010,0.42,0.0000
1510,irrigation-controller,2,300,2048,14.65,25.33,0.0010,0.59,0.0000
1600,cloud,4,2000,40000,5.00,28.55,0.0010,100.36,0.0000
1600,fog-0,4,3500,4000,87.50,98.00,0.0010,2.36,0.1000
1600,cam-1,2,800,1000,80.00,27.82,0.0010,2.44,0.0000
1600,cam-2,2,800,1000,80.00,27.01,0.0010,1.97,0.0000
1600,soil-sensor-node,2,400,512,78.13,19.49,0.0010,1.44,0.0000
1600,signal-monitor,2,600,1024,58.59,25.35,0.0010,1.30,0.0000
1600,irrigation-controller,2,300,2048,14.65,8.74,0.0010,0.85,0.0000
1600,cloud,4,2000,40000,5.00,24.70,0.0010,101.04,0.0000
1600,fog-0,4,3500,4000,87.50,46.31,0.0010,2.16,0.0000
1600,cam-1,2,800,1000,80.00,20.40,0.0010,1.66,0.0000
1600,cam-2,2,800,1000,80.00,16.57,0.0010,2.31,0.0000
1600,soil-sensor-node,2,400,512,78.13,3.84,0.0010,2.33,0.0000
1600,signal-monitor,2,600,1024,58.59,12.54,0.0010,0.98,0.0000
1600,irrigation-controller,2,300,2048,14.65,7.93,0.0010,0.16,0.0000
1600,cloud,4,2000,40000,5.00,22.75,0.0010,100.39,0.0000
