time,device,vmCount,ramUsed,ramTotal,ramUtilPercent,cpuUtilPercent,energyConsumed,networkLatency,packetLoss
1800,cloud,4,2000,40000,5.00,27.16,0.0010,100.08,0.0000
1800,fog-0,4,3500,4000,87.50,64.71,0.0010,2.33,0.0000
1800,cam-1,2,800,1000,80.00,30.05,0.0010,2.38,0.0000
1800,cam-2,2,800,1000,80.00,21.40,0.0010,1.89,0.0000
1800,soil-sensor-node,2,400,512,78.13,16.31,0.0010,1.90,0.0000
1800,signal-monitor,2,600,1024,58.59,19.72,0.0010,1.18,0.0000
1800,irrigation-controller,2,300,2048,14.65,15.08,0.0010,1.23,0.0000
1800,cloud,4,2000,40000,5.00,1.88,0.0010,99.85,0.0000
1800,fog-0,4,3500,4000,87.50,55.95,0.0010,2.10,0.0000
1800,cam-1,2,800,1000,80.00,24.72,0.0010,2.71,0.0000
1800,cam-2,2,800,1000,80.00,32.65,0.0010,0.99,0.0000
1800,soil-sensor-node,2,400,512,78.13,13.25,0.0010,1.15,0.0000
1800,signal-monitor,2,600,1024,58.59,16.68,0.0010,0.79,0.0000
1800,irrigation-controller,2,300,2048,14.65,27.70,0.0010,0.10,0.0000
1800,cloud,4,2000,40000,5.00,25.92,0.0010,100.43,0.0000
1800,fog-0,4,3500,4000,87.50,52.17,0.0010,1.42,0.0000
1800,cam-1,2,800,1000,80.00,31.75,0.0010,1.51,0.0000
1800,cam-2,2,800,1000,80.00,24.71,0.0010,2.60,0.0000
1800,soil-sensor-node,2,400,512,78.13,9.12,0.0010,1.85,0.0000
1800,signal-monitor,2,600,1024,58.59,18.11,0.0010,1.66,0.0000
1800,irrigation-controller,2,300,2048,14.65,13.27,0.0010,1.10,0.0000
1800,cloud,4,2000,40000,5.00,28.14,0.0010,99.50,0.0000
1800,fog-0,4,3500,4000,87.50,60.13,0.0010,2.45,0.0000
1800,cam-1,2,800,1000,80.00,27.30,0.0010,2.03,0.0000
1800,cam-2,2,800,1000,80.00,29.10,0.0010,1.59,0.0000
1800,soil-sensor-node,2,400,512,78.13,6.18,0.0010,1.32,0.0000
1800,signal-monitor,2,600,1024,58.59,2.00,0.0010,1.29,0.0000
1800,irrigation-controller,2,300,2048,14.65,11.66,0.0010,1.62,0.0000
1800,cloud,4,2000,40000,5.00,22.97,0.0010,100.93,0.0000
1800,fog-0,4,3500,4000,87.50,51.88,0.0010,1.42,0.0000
1800,cam-1,2,800,1000,80.00,22.75,0.0010,1.77,0.0000
1800,cam-2,2,800,1000,80.00,26.23,0.0010,2.61,0.0000
1800,soil-sensor-node,2,400,512,78.13,5.97,0.0010,1.70,0.0000
1800,signal-monitor,2,600,1024,58.59,16.48,0.0010,0.94,0.0000
1800,irrigation-controller,2,300,2048,14.65,4.57,0.0010,1.10,0.0000
1810,cloud,4,2000,40000,5.00,33.03,0.0010,99.28,0.0000
1810,fog-0,4,3500,4000,87.50,47.03,0.0010,3.21,0.0000
1810,cam-1,2,800,1000,80.00,20.93,0.0010,1.82,0.0000
1810,cam-2,2,800,1000,80.00,33.36,0.0010,1.39,0.0000
1810,soil-sensor-node,2,400,512,78.13,17.75,0.0010,0.84,0.0000
1810,signal-monitor,2,600,1024,58.59,18.86,0.0010,0.80,0.0000
1810,irrigation-controller,2,300,2048,14.65,15.87,0.0010,2.30,0.0000
1900,cloud,4,2000,40000,5.00,27.35,0.0010,100.05,0.0000
1900,fog-0,4,3500,4000,87.50,60.38,0.0010,3.59,0.0000
1900,cam-1,2,800,1000,80.00,31.22,0.0010,1.94,0.0000
1900,cam-2,2,800,1000,80.00,30.99,0.0010,0.79,0.0000
1900,soil-sensor-node,2,400,512,78.13,18.11,0.0010,1.21,0.0000
1900,signal-monitor,2,600,1024,58.59,25.71,0.0010,1.24,0.0000
1900,irrigation-controller,2,300,2048,14.65,14.94,0.0010,0.88,0.0000
1900,cloud,4,2000,40000,5.00,22.53,0.0010,99.66,0.0000
1900,fog-0,4,3500,4000,87.50,54.28,0.0010,1.50,0.0000
1900,cam-1,2,800,1000,80.00,26.18,0.0010,1.79,0.0000
1900,cam-2,2,800,1000,80.00,18.65,0.0010,1.63,0.0000
1900,soil-sensor-node,2,400,512,78.13,4.63,0.0010,0.93,0.0000
1900,signal-monitor,2,600,1024,58.59,9.80,0.0010,1.00,0.0000
1900,irrigation-controller,2,300,2048,14.65,7.57,0.0010,0.78,0.0000
1900,cloud,4,2000,40000,5.00,21.99,0.0010,100.25,0.0000
1900,fog-0,4,3500,4000,87.50,63.46,0.0010,0.60,0.0000
1900,cam-1,2,800,1000,80.00,34.58,0.0010,1.73,0.0000
1900,cam-2,2,800,1000,80.00,22.84,0.0010,1.58,0.0000
1900,soil-sensor-node,2,400,512,78.13,8.45,0.0010,1.93,0.0000
1900,signal-monitor,2,600,1024,58.59,17.71,0.0010,0.93,0.0000
1900,irrigation-controller,2,300,2048,14.65,12.13,0.0010,1.36,0.0000
1900,cloud,4,2000,40000,5.00,23.83,0.0010,99.20,0.0000
1900,fog-0,4,3500,4000,87.50,56.84,0.0010,1.90,0.0000
1900,cam-1,2,800,1000,80.00,19.19,0.0010,2.79,0.0000
1900,cam-2,2,800,1000,80.00,24.82,0.0010,1.61,0.0000
1900,soil-sensor-node,2,400,512,78.13,11.43,0.0010,0.83,0.0000
1900,signal-monitor,2,600,1024,58.59,18.68,0.0010,2.06,0.0000
1900,irrigation-controller,2,300,2048,14.65,8.97,0.0010,0.10,0.0000
1900,cloud,4,2000,40000,5.00,30.58,0.0010,99.70,0.0000
1900,fog-0,4,3500,4000,87.50,58.54,0.0010,1.75,0.0000
1900,cam-1,2,800,1000,80.00,24.45,0.0010,1.69,0.0000
1900,cam-2,2,800,1000,80.00,30.72,0.0010,1.91,0.0000
1900,soil-sensor-node,2,400,512,78.13,17.26,0.0010,0.74,0.0000
1900,signal-monitor,2,600,1024,58.59,32.19,0.0010,0.64,0.0000
1900,irrigation-controller,2,300,2048,14.65,12.05,0.0010,1.14,0.0000
1900,cloud,4,2000,40000,5.00,38.16,0.0010,99.53,0.0000
1900,fog-0,4,3500,4000,87.50,53.68,0.0010,1.44,0.0000
1900,cam-1,2,800,1000,80.00,22.15,0.0010,1.72,0.0000
1900,cam-2,2,800,1000,80.00,31.78,0.0010,2.76,0.0000
1900,soil-sensor-node,2,400,512,78.13,1.13,0.0010,1.86,0.0000
1900,signal-monitor,2,600,1024,58.59,18.08,0.0010,1.36,0.0000
1900,irrigation-controller,2,300,2048,14.65,17.02,0.0010,0.85,0.0000
1900,cloud,4,2000,40000,5.00,30.67,0.0010,99.01,0.0000
1900,fog-0,4,3500,4000,87.50,52.71,0.0010,1.81,0.0000
1900,cam-1,2,800,1000,80.00,24.77,0.0010,2.77,0.0000
1900,cam-2,2,800,1000,80.00,31.29,0.0010,1.69,0.0000
1900,soil-sensor-node,2,400,512,78.13,9.58,0.0010,0.66,0.0000
1900,signal-monitor,2,600,1024,58.59,6.07,0.0010,0.83,0.0000
1900,irrigation-controller,2,300,2048,14.65,10.48,0.0010,1.33,0.0000
1900,cloud,4,2000,40000,5.00,31.54,0.0010,100.98,0.0000
1900,fog-0,4,3500,4000,87.50,56.09,0.0010,2.13,0.0000
1900,cam-1,2,800,1000,80.00,23.42,0.0010,2.39,0.0000
1900,cam-2,2,800,1000,80.00,26.60,0.0010,1.63,0.0000
1900,soil-sensor-node,2,400,512,78.13,2.32,0.0010,1.35,0.0000
1900,signal-monitor,2,600,1024,58.59,24.57,0.0010,0.77,0.0000
1900,irrigation-controller,2,300,2048,14.65,12.12,0.0010,1.49,0.0000
1900,cloud,4,2000,40000,5.00,17.72,0.0010,98.98,0.0000
1900,fog-0,4,3500,4000,87.50,60.64,0.0010,1.88,0.0000
1900,cam-1,2,800,1000,80.00,23.75,0.0010,2.06,0.0000
1900,cam-2,2,800,1000,80.00,27.87,0.0010,2.32,0.0000
1900,soil-sensor-node,2,400,512,78.13,10.09,0.0010,1.58,0.0000
1900,signal-monitor,2,600,1024,58.59,16.16,0.0010,0.96,0.0000
1900,irrigation-controller,2,300,2048,14.65,8.63,0.0010,1.07,0.0000
1900,cloud,4,2000,40000,5.00,23.47,0.0010,100.39,0.0000
1900,fog-0,4,3500,4000,87.50,52.89,0.0010,2.36,0.0000
1900,cam-1,2,800,1000,80.00,33.41,0.0010,2.14,0.0000
1900,cam-2,2,800,1000,80.00,28.87,0.0010,1.79,0.0000
1900,soil-sensor-node,2,400,512,78.13,6.68,0.0010,0.53,0.0000
1900,signal-monitor,2,600,1024,58.59,14.50,0.0010,1.38,0.0000
1900,irrigation-controller,2,300,2048,14.65,17.41,0.0010,0.91,0.0000
1900,cloud,4,2000,40000,5.00,22.97,0.0010,100.31,0.0000
1900,fog-0,4,3500,4000,87.50,51.39,0.0010,1.79,0.0000
1900,cam-1,2,800,1000,80.00,24.51,0.0010,2.58,0.0000
1900,cam-2,2,800,1000,80.00,31.23,0.0010,2.63,0.0000
1900,soil-sensor-node,2,400,512,78.13,8.20,0.0010,2.01,0.0000
1900,signal-monitor,2,600,1024,58.59,59.90,0.0010,1.52,0.0000
1900,irrigation-controller,2,300,2048,14.65,4.27,0.0010,0.44,0.0000
1900,cloud,4,2000,40000,5.00,29.49,0.0010,100.63,0.0000
1900,fog-0,4,3500,4000,87.50,49.38,0.0010,1.72,0.0000
1900,cam-1,2,800,1000,80.00,27.31,0.0010,2.99,0.0000
1900,cam-2,2,800,1000,80.00,26.69,0.0010,1.03,0.0000
1900,soil-sensor-node,2,400,512,78.13,8.35,0.0010,2.60,0.0000
1900,signal-monitor,2,600,1024,58.59,21.25,0.0010,0.41,0.0000
1900,irrigation-controller,2,300,2048,14.65,18.66,0.0010,1.53,0.0000
1900,cloud,4,2000,40000,5.00,19.53,0.0010,99.42,0.0000
1900,fog-0,4,3500,4000,87.50,55.80,0.0010,0.78,0.0000
1900,cam-1,2,800,1000,80.00,26.57,0.0010,1.05,0.0000
1900,cam-2,2,800,1000,80.00,16.04,0.0010,2.47,0.0000
1900,soil-sensor-node,2,400,512,78.13,2.83,0.0010,1.37,0.0000
1900,signal-monitor,2,600,1024,58.59,12.47,0.0010,0.77,0.0000
1900,irrigation-controller,2,300,2048,14.65,19.17,0.0010,1.13,0.0000
1900,cloud,4,2000,40000,5.00,29.89,0.0010,100.05,0.0000
1900,fog-0,4,3500,4000,87.50,46.74,0.0010,3.04,0.0000
1900,cam-1,2,800,1000,80.00,20.71,0.0010,0.63,0.0000
1900,cam-2,2,800,1000,80.00,25.39,0.0010,1.42,0.0000
1900,soil-sensor-node,2,400,512,78.13,19.15,0.0010,1.16,0.0000
1900,signal-monitor,2,600,1024,58.59,14.97,0.0010,0.88,0.0000
1900,irrigation-controller,2,300,2048,14.65,6.36,0.0010,1.26,0.0000
1900,cloud,4,2000,40000,5.00,27.10,0.0010,99.31,0.0000
1900,fog-0,4,3500,4000,87.50,57.50,0.0010,2.12,0.0000
1900,cam-1,2,800,1000,80.00,26.96,0.0010,2.31,0.0000
1900,cam-2,2,800,1000,80.00,35.48,0.0010,0.86,0.0000
1900,soil-sensor-node,2,400,512,78.13,14.98,0.0010,1.35,0.0000
1900,signal-monitor,2,600,1024,58.59,14.21,0.0010,0.60,0.0000
1900,irrigation-controller,2,300,2048,14.65,11.08,0.0010,1.39,0.0000
1900,cloud,4,2000,40000,5.00,24.69,0.0010,99.44,0.0000
1900,fog-0,4,3500,4000,87.50,50.66,0.0010,2.79,0.0000
1900,cam-1,2,800,1000,80.00,21.92,0.0010,3.02,0.0000
1900,cam-2,2,800,1000,80.00,25.21,0.0010,1.86,0.0000
1900,soil-sensor-node,2,400,512,78.13,15.41,0.0010,2.32,0.0000
1900,signal-monitor,2,600,1024,58.59,20.40,0.0010,0.56,0.0000
1900,irrigation-controller,2,300,2048,14.65,17.17,0.0010,1.41,0.0000
1900,cloud,4,2000,40000,5.00,21.53,0.0010,100.48,0.0000
1900,fog-0,4,3500,4000,87.50,48.67,0.0010,2.00,0.0000
1900,cam-1,2,800,1000,80.00,30.82,0.0010,1.87,0.0000
1900,cam-2,2,800,1000,80.00,29.06,0.0010,1.97,0.0000
1900,soil-sensor-node,2,400,512,78.13,11.16,0.0010,0.33,0.0000
1900,signal-monitor,2,600,1024,58.59,22.72,0.0010,1.47,0.0000
1900,irrigation-controller,2,300,2048,14.65,13.42,0.0010,0.83,0.0000
1900,cloud,4,2000,40000,5.00,25.42,0.0010,99.78,0.0000
1900,fog-0,4,3500,4000,87.50,53.96,0.0010,1.00,0.0000
1900,cam-1,2,800,1000,80.00,35.13,0.0010,2.03,0.0000
1900,cam-2,2,800,1000,80.00,30.09,0.0010,1.77,0.0000
1900,soil-sensor-node,2,400,512,78.13,9.88,0.0010,0.30,0.0000
1900,signal-monitor,2,600,1024,58.59,22.20,0.0010,0.75,0.0000
1900,irrigation-controller,2,300,2048,14.65,5.61,0.0010,0.94,0.0000
1900,cloud,4,2000,40000,5.00,26.61,0.0010,100.04,0.0000
1900,fog-0,4,3500,4000,87.50,5.59,0.0010,1.33,0.0000
1900,cam-1,2,800,1000,80.00,20.45,0.0010,2.31,0.0000
1900,cam-2,2,800,1000,80.00,27.59,0.0010,2.77,0.0000
1900,soil-sensor-node,2,400,512,78.13,4.24,0.0010,0.44,0.0000
1900,signal-monitor,2,600,1024,58.59,13.52,0.0010,1.42,0.0000
1900,irrigation-controller,2,300,2048,14.65,12.05,0.0010,0.10,0.0000
1910,cloud,4,2000,40000,5.00,24.34,0.0010,100.45,0.0000
1910,fog-0,4,3500,4000,87.50,57.12,0.0010,0.31,0.0000
1910,cam-1,2,800,1000,80.00,20.89,0.0010,1.73,0.0000
1910,cam-2,2,800,1000,80.00,22.65,0.0010,1.56,0.0000
1910,soil-sensor-node,2,400,512,78.13,9.76,0.0010,1.14,0.0000
1910,signal-monitor,2,600,1024,58.59,7.56,0.0010,0.12,0.0000
1910,irrigation-controller,2,300,2048,14.65,16.64,0.0010,0.10,0.0000
2000,cloud,4,2000,40000,5.00,24.48,0.0010,99.21,0.0000
2000,fog-0,4,3500,4000,87.50,58.28,0.0010,2.01,0.0000
2000,cam-1,2,800,1000,80.00,23.11,0.0010,1.76,0.0000
2000,cam-2,2,800,1000,80.00,30.35,0.0010,2.04,0.0000
2000,soil-sensor-node,2,400,512,78.13,6.01,0.0010,1.85,0.0000
2000,signal-monitor,2,600,1024,58.59,18.42,0.0010,2.09,0.0000
2000,irrigation-controller,2,300,2048,14.65,14.59,0.0010,1.09,0.0000
2000,cloud,4,2000,40000,5.00,23.20,0.0010,100.93,0.0000
2000,fog-0,4,3500,4000,87.50,51.31,0.0010,1.06,0.0000
2000,cam-1,2,800,1000,80.00,15.39,0.0010,2.12,0.0000
2000,cam-2,2,800,1000,80.00,26.06,0.0010,1.96,0.0000
2000,soil-sensor-node,2,400,512,78.13,8.30,0.0010,1.83,0.0000
2000,signal-monitor,2,600,1024,58.59,19.56,0.0010,2.06,0.0000
2000,irrigation-controller,2,300,2048,14.65,15.54,0.0010,1.99,0.0000
2000,cloud,4,2000,40000,5.00,30.18,0.0010,100.42,0.0000
2000,fog-0,4,3500,4000,87.50,50.31,0.0010,1.55,0.0000
2000,cam-1,2,800,1000,80.00,28.66,0.0010,2.27,0.0000
2000,cam-2,2,800,1000,80.00,32.81,0.0010,2.32,0.0000
2000,soil-sensor-node,2,400,512,78.13,5.16,0.0010,1.19,0.0000
2000,signal-monitor,2,600,1024,58.59,12.15,0.0010,1.05,0.0000
2000,irrigation-controller,2,300,2048,14.65,3.29,0.0010,1.93,0.0000
2000,cloud,4,2000,40000,5.00,16.85,0.0010,100.91,0.0000
2000,fog-0,4,3500,4000,87.50,55.25,0.0010,2.04,0.0000
2000,cam-1,2,800,1000,80.00,23.12,0.0010,1.80,0.0000
2000,cam-2,2,800,1000,80.00,20.80,0.0010,2.67,0.0000
2000,soil-sensor-node,2,400,512,78.13,11.40,0.0010,1.57,0.0000
2000,signal-monitor,2,600,1024,58.59,29.19,0.0010,0.78,0.0000
2000,irrigation-controller,2,300,2048,14.65,9.60,0.0010,1.28,0.0000
2000,cloud,4,2000,40000,5.00,16.81,0.0010,100.07,0.0000
2000,fog-0,4,3500,4000,87.50,48.74,0.0010,2.32,0.0000
2000,cam-1,2,800,1000,80.00,25.07,0.0010,1.92,0.0000
2000,cam-2,2,800,1000,80.00,28.60,0.0010,1.76,0.0000
2000,soil-sensor-node,2,400,512,78.13,9.71,0.0010,1.65,0.0000
2000,signal-monitor,2,600,1024,58.59,22.24,0.0010,0.85,0.0000
2000,irrigation-controller,2,300,2048,14.65,18.82,0.0010,1.05,0.0000
2000,cloud,4,2000,40000,5.00,22.65,0.0010,100.00,0.0000
2000,fog-0,4,3500,4000,87.50,45.78,0.0010,1.69,0.0000
2000,cam-1,2,800,1000,80.00,30.30,0.0010,2.62,0.0000
2000,cam-2,2,800,1000,80.00,23.26,0.0010,1.84,0.0000
2000,soil-sensor-node,2,400,512,78.13,15.15,0.0010,1.29,0.0000
2000,signal-monitor,2,600,1024,58.59,25.94,0.0010,0.10,0.0000
2000,irrigation-controller,2,300,2048,14.65,11.42,0.0010,1.13,0.0000
2000,cloud,4,2000,40000,5.00,29.18,0.0010,100.16,0.0000
2000,fog-0,4,3500,4000,87.50,56.67,0.0010,2.48,0.0000
2000,cam-1,2,800,1000,80.00,30.68,0.0010,3.11,0.0000
2000,cam-2,2,800,1000,80.00,29.68,0.0010,2.15,0.0000
2000,soil-sensor-node,2,400,512,78.13,14.63,0.0010,0.82,0.0000
2000,signal-monitor,2,600,1024,58.59,17.30,0.0010,0.31,0.0000
2000,irrigation-controller,2,300,2048,14.65,9.26,0.0010,1.21,0.0000
2000,cloud,4,2000,40000,5.00,26.77,0.0010,100.15,0.0000
2000,fog-0,4,3500,4000,87.50,62.24,0.0010,2.31,0.0000
2000,cam-1,2,800,1000,80.00,28.06,0.0010,1.82,0.0000
2000,cam-2,2,800,1000,80.00,25.22,0.0010,2.58,0.0000
2000,soil-sensor-node,2,400,512,78.13,13.09,0.0010,1.51,0.0000
2000,signal-monitor,2,600,1024,58.59,4.71,0.0010,1.57,0.0000
2000,irrigation-controller,2,300,2048,14.65,4.20,0.0010,0.32,0.0000
2000,cloud,4,2000,40000,5.00,18.79,0.0010,100.10,0.0000
2000,fog-0,4,3500,4000,87.50,57.99,0.0010,2.29,0.0000
2000,cam-1,2,800,1000,80.00,24.94,0.0010,1.77,0.0000
2000,cam-2,2,800,1000,80.00,33.01,0.0010,1.45,0.0000
2000,soil-sensor-node,2,400,512,78.13,3.98,0.0010,0.64,0.0000
2000,signal-monitor,2,600,1024,58.59,23.16,0.0010,0.93,0.0000
2000,irrigation-controller,2,300,2048,14.65,10.80,0.0010,1.08,0.0000
2000,cloud,4,2000,40000,5.00,17.38,0.0010,100.12,0.0000
2000,fog-0,4,3500,4000,87.50,53.23,0.0010,2.04,0.0000
2000,cam-1,2,800,1000,80.00,28.15,0.0010,2.29,0.0000
2000,cam-2,2,800,1000,80.00,31.74,0.0010,2.16,0.0000
2000,soil-sensor-node,2,400,512,78.13,17.11,0.0010,1.72,0.0000
2000,signal-monitor,2,600,1024,58.59,24.08,0.0010,1.20,0.0000
2000,irrigation-controller,2,300,2048,14.65,9.48,0.0010,1.26,0.0000
2000,cloud,4,2000,40000,5.00,19.88,0.0010,100.91,0.0000
2000,fog-0,4,3500,4000,87.50,51.88,0.0010,1.42,0.0000
2000,cam-1,2,800,1000,80.00,31.28,0.0010,1.61,0.0000
2000,cam-2,2,800,1000,80.00,28.44,0.0010,0.88,0.0000
2000,soil-sensor-node,2,400,512,78.13,8.38,0.0010,1.82,0.0000
2000,signal-monitor,2,600,1024,58.59,19.13,0.0010,0.67,0.0000
2000,irrigation-controller,2,300,2048,14.65,3.84,0.0010,1.17,0.0000
2000,cloud,4,2000,40000,5.00,28.55,0.0010,100.05,0.0000
2000,fog-0,4,3500,4000,87.50,65.46,0.0010,1.72,0.0000
2000,cam-1,2,800,1000,80.00,22.30,0.0010,1.73,0.0000
2000,cam-2,2,800,1000,80.00,29.79,0.0010,2.15,0.0000
2000,soil-sensor-node,2,400,512,78.13,15.39,0.0010,0.98,0.0000
2000,signal-monitor,2,600,1024,58.59,13.29,0.0010,2.05,0.0000
2000,irrigation-controller,2,300,2048,14.65,18.12,0.0010,0.63,0.0000
2000,cloud,4,2000,40000,5.00,19.61,0.0010,100.21,0.0000
2000,fog-0,4,3500,4000,87.50,58.55,0.0010,1.82,0.0000
2000,cam-1,2,800,1000,80.00,30.87,0.0010,0.77,0.0000
2000,cam-2,2,800,1000,80.00,33.28,0.0010,1.99,0.0000
2000,soil-sensor-node,2,400,512,78.13,3.44,0.0010,1.03,0.0000
2000,signal-monitor,2,600,1024,58.59,22.66,0.0010,1.26,0.0000
2000,irrigation-controller,2,300,2048,14.65,0.76,0.0010,1.40,0.0000
2000,cloud,4,2000,40000,5.00,25.47,0.0010,99.83,0.0000
2000,fog-0,4,3500,4000,87.50,52.00,0.0010,1.72,0.0000
2000,cam-1,2,800,1000,80.00,21.68,0.0010,2.11,0.0000
2000,cam-2,2,800,1000,80.00,31.10,0.0010,2.18,0.0000
2000,soil-sensor-node,2,400,512,78.13,10.71,0.0010,1.48,0.0000
2000,signal-monitor,2,600,1024,58.59,18.80,0.0010,0.71,0.0000
2000,irrigation-controller,2,300,2048,14.65,14.79,0.0010,0.30,0.0000
2000,cloud,4,2000,40000,5.00,20.59,0.0010,99.74,0.0000
2000,fog-0,4,3500,4000,87.50,57.48,0.0010,1.96,0.0000
2000,cam-1,2,800,1000,80.00,27.05,0.0010,1.96,0.0000
2000,cam-2,2,800,1000,80.00,33.75,0.0010,2.52,0.0000
2000,soil-sensor-node,2,400,512,78.13,6.24,0.0010,2.23,0.0000
2000,signal-monitor,2,600,1024,58.59,16.62,0.0010,2.56,0.0000
2000,irrigation-controller,2,300,2048,14.65,12.78,0.0010,1.56,0.0000
2000,cloud,4,2000,40000,5.00,27.55,0.0010,100.40,0.0000
2000,fog-0,4,3500,4000,87.50,64.12,0.0010,1.82,0.0000
2000,cam-1,2,800,1000,80.00,24.17,0.0010,2.10,0.0000
2000,cam-2,2,800,1000,80.00,31.66,0.0010,1.04,0.0000
2000,soil-sensor-node,2,400,512,78.13,13.78,0.0010,1.99,0.0000
2000,signal-monitor,2,600,1024,58.59,18.03,0.0010,0.58,0.0000
2000,irrigation-controller,2,300,2048,14.65,11.00,0.0010,0.79,0.0000
2000,cloud,4,2000,40000,5.00,27.76,0.0010,100.05,0.0000
2000,fog-0,4,3500,4000,87.50,55.05,0.0010,2.08,0.0000
2000,cam-1,2,800,1000,80.00,24.84,0.0010,1.73,0.0000
2000,cam-2,2,800,1000,80.00,20.11,0.0010,2.34,0.0000
2000,soil-sensor-node,2,400,512,78.13,1.70,0.0010,2.11,0.0000
2000,signal-monitor,2,600,1024,58.59,9.87,0.0010,0.58,0.0000
2000,irrigation-controller,2,300,2048,14.65,2.25,0.0010,1.02,0.0000
2000,cloud,4,2000,40000,5.00,26.13,0.0010,100.24,0.0000
2000,fog-0,4,3500,4000,87.50,61.91,0.0010,2.53,0.0000
2000,cam-1,2,800,1000,80.00,31.20,0.0010,1.47,0.0000
2000,cam-2,2,800,1000,80.00,23.07,0.0010,0.84,0.0000
2000,soil-sensor-node,2,400,512,78.13,3.18,0.0010,1.56,0.0000
2000,signal-monitor,2,600,1024,58.59,13.84,0.0010,1.28,0.0000
2000,irrigation-controller,2,300,2048,14.65,4.97,0.0010,0.34,0.0000
2000,cloud,4,2000,40000,5.00,26.62,0.0010,99.58,0.0000
2000,fog-0,4,3500,4000,87.50,57.87,0.0010,1.66,0.0000
2000,cam-1,2,800,1000,80.00,20.76,0.0010,2.26,0.0000
2000,cam-2,2,800,1000,80.00,27.19,0.0010,2.33,0.0000
2000,soil-sensor-node,2,400,512,78.13,0.00,0.0010,1.93,0.0000
2000,signal-monitor,2,600,1024,58.59,20.80,0.0010,1.02,0.0000
2000,irrigation-controller,2,300,2048,14.65,0.00,0.0010,1.25,0.0000
2000,cloud,4,2000,40000,5.00,25.52,0.0010,100.27,0.0000
2000,fog-0,4,3500,4000,87.50,58.36,0.0010,1.23,0.0000
2000,cam-1,2,800,1000,80.00,30.28,0.0010,2.04,0.0000
2000,cam-2,2,800,1000,80.00,15.85,0.0010,2.15,0.0000
2000,soil-sensor-node,2,400,512,78.13,7.01,0.0010,1.66,0.0000
2000,signal-monitor,2,600,1024,58.59,17.73,0.0010,0.88,0.0000
2000,irrigation-controller,2,300,2048,14.65,7.37,0.0010,1.61,0.0000
